run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.eval_RMSE,metrics.eval_SMAPE,metrics.eval_MAPE,metrics.eval_MAE,params.seasonality_prior_scale,params.forecast_days,params.data_start_date,params.forecast_type,params.data_end_date,params.seasonality_mode,params.changepoint_prior_scale,tags.mlflow.databricks.jobType,tags.mlflow.databricks.cluster.info,tags.mlflow.source.name,tags.mlflow.user,tags.mlflow.databricks.jobID,tags.mlflow.runName,tags.mlflow.runColor,tags.mlflow.databricks.notebook.commandID,tags.mlflow.databricks.workspaceURL,tags.mlflow.databricks.notebookRevisionID,tags.mlflow.databricks.cluster.libraries,tags.mlflow.databricks.jobRunID,tags.mlflow.databricks.cluster.id,tags.mlflow.databricks.notebookID,tags.mlflow.databricks.notebookPath,tags.mlflow.databricks.workspaceID,tags.mlflow.databricks.webappURL,tags.mlflow.source.type
28856d04b3dd4e34a510d5b2fc2b8d44,2912528436743962,FINISHED,dbfs:/databricks/mlflow-tracking/2912528436743962/28856d04b3dd4e34a510d5b2fc2b8d44/artifacts,2025-11-30T05:59:06.878Z,2025-11-30T05:59:12.316Z,6693.1994455688855,15.76700718317974,16.53366283944561,5062.094940126688,10,30,2017-09-01,daily_revenue,2018-09-03,multiplicative,0.05,notebook,"{""cluster_name"":""preetham.asoda@gmail.com's Cluster 2025-11-09 22:31:55"",""spark_version"":""16.4.x-scala2.12"",""node_type_id"":""rd-fleet.xlarge"",""driver_node_type_id"":""rd-fleet.xlarge"",""autotermination_minutes"":120,""disk_spec"":{},""autoscale"":{""min_workers"":2,""max_workers"":8,""target_workers"":2}}",jobs/832148790023373/run/987250538738128,preetham.asoda@gmail.com,832148790023373,Prophet_Forecast_daily_revenue,#f0b899,1764480026610_8771176705484274760_job-832148790023373-run-987250538738128-action-6401210402284472,https://dbc-9a4f847e-bb18.cloud.databricks.com,1764482352640,"{""installable"":[{""pypi"":{""package"":""torch==2.3.1""}}],""redacted"":[]}",987250538738128,1110-033343-i55cdiq9,2912528436743962,/Shared/RETAIL-PLATFORM-PROPHET-FORECAST-MODEL,2327225092557172,https://ohio.cloud.databricks.com,JOB
bac20731bceb42229f9b064ac47557fd,2912528436743962,FINISHED,dbfs:/databricks/mlflow-tracking/2912528436743962/bac20731bceb42229f9b064ac47557fd/artifacts,2025-11-28T21:23:00.782Z,2025-11-28T21:23:04.558Z,6697.593197314592,15.775061971905878,16.538699466860823,5065.480753453901,10,30,2017-09-01,daily_revenue,2018-09-03,multiplicative,0.05,null,"{""cluster_name"":""preetham.asoda@gmail.com's Cluster 2025-11-09 22:31:55"",""spark_version"":""16.4.x-scala2.12"",""node_type_id"":""rd-fleet.xlarge"",""driver_node_type_id"":""rd-fleet.xlarge"",""autotermination_minutes"":120,""disk_spec"":{},""autoscale"":{""min_workers"":2,""max_workers"":8,""target_workers"":2}}",/Shared/RETAIL-PLATFORM-PROPHET-FORECAST-MODEL,preetham.asoda@gmail.com,null,Prophet_Forecast_daily_revenue,#229487,1764363144204_8141687382482881052_806a702200c54be38b4fc260b3fac3a3,https://dbc-9a4f847e-bb18.cloud.databricks.com,1764364984801,"{""installable"":[{""pypi"":{""package"":""torch==2.3.1""}}],""redacted"":[]}",null,1110-033343-i55cdiq9,2912528436743962,/Shared/RETAIL-PLATFORM-PROPHET-FORECAST-MODEL,2327225092557172,https://ohio.cloud.databricks.com,NOTEBOOK
e15beed4a074482f9bd2e0aa3e008a90,2912528436743962,FINISHED,dbfs:/databricks/mlflow-tracking/2912528436743962/e15beed4a074482f9bd2e0aa3e008a90/artifacts,2025-11-28T21:21:04.289Z,2025-11-28T21:21:08.558Z,6697.593197314592,15.775061971905878,16.538699466860823,5065.480753453901,10,30,2017-09-01,daily_revenue,2018-09-03,multiplicative,0.05,null,"{""cluster_name"":""preetham.asoda@gmail.com's Cluster 2025-11-09 22:31:55"",""spark_version"":""16.4.x-scala2.12"",""node_type_id"":""rd-fleet.xlarge"",""driver_node_type_id"":""rd-fleet.xlarge"",""autotermination_minutes"":120,""disk_spec"":{},""autoscale"":{""min_workers"":2,""max_workers"":8,""target_workers"":2}}",/Shared/RETAIL-PLATFORM-PROPHET-FORECAST-MODEL,preetham.asoda@gmail.com,null,Prophet_Forecast_daily_revenue,#5bc5db,1764363144204_8089970479150778784_16d6c6912fe84a809ee0444dcdff52e7,https://dbc-9a4f847e-bb18.cloud.databricks.com,1764364868803,"{""installable"":[{""pypi"":{""package"":""torch==2.3.1""}}],""redacted"":[]}",null,1110-033343-i55cdiq9,2912528436743962,/Shared/RETAIL-PLATFORM-PROPHET-FORECAST-MODEL,2327225092557172,https://ohio.cloud.databricks.com,NOTEBOOK
8f1a589590f84dcc8e0eff834e8d0d5d,2912528436743962,FAILED,dbfs:/databricks/mlflow-tracking/2912528436743962/8f1a589590f84dcc8e0eff834e8d0d5d/artifacts,2025-11-28T21:19:18.714Z,2025-11-28T21:19:21.427Z,null,null,null,null,10,30,2017-09-01,daily_revenue,2018-09-03,multiplicative,0.05,null,"{""cluster_name"":""preetham.asoda@gmail.com's Cluster 2025-11-09 22:31:55"",""spark_version"":""16.4.x-scala2.12"",""node_type_id"":""rd-fleet.xlarge"",""driver_node_type_id"":""rd-fleet.xlarge"",""autotermination_minutes"":120,""disk_spec"":{},""autoscale"":{""min_workers"":2,""max_workers"":8,""target_workers"":2}}",/Shared/RETAIL-PLATFORM-PROPHET-FORECAST-MODEL,preetham.asoda@gmail.com,null,Prophet_Forecast_daily_revenue,#edb732,1764363144204_9095206473822157388_cdeffbf2f0fe4f92bfee332156bd1921,https://dbc-9a4f847e-bb18.cloud.databricks.com,1764364761845,"{""installable"":[{""pypi"":{""package"":""torch==2.3.1""}}],""redacted"":[]}",null,1110-033343-i55cdiq9,2912528436743962,/Shared/RETAIL-PLATFORM-PROPHET-FORECAST-MODEL,2327225092557172,https://ohio.cloud.databricks.com,NOTEBOOK
627bf27c0d6b4564a3da640248577a82,2912528436743962,FAILED,dbfs:/databricks/mlflow-tracking/2912528436743962/627bf27c0d6b4564a3da640248577a82/artifacts,2025-11-28T21:13:53.655Z,2025-11-28T21:13:56.33Z,null,null,null,null,10,30,2017-09-01,daily_revenue,2018-09-03,multiplicative,0.05,null,"{""cluster_name"":""preetham.asoda@gmail.com's Cluster 2025-11-09 22:31:55"",""spark_version"":""16.4.x-scala2.12"",""node_type_id"":""rd-fleet.xlarge"",""driver_node_type_id"":""rd-fleet.xlarge"",""autotermination_minutes"":120,""disk_spec"":{},""autoscale"":{""min_workers"":2,""max_workers"":8,""target_workers"":2}}",/Shared/RETAIL-PLATFORM-PROPHET-FORECAST-MODEL,preetham.asoda@gmail.com,null,Prophet_Forecast_daily_revenue,#c565c7,1764363144204_5105586982169052691_425002374ef7446d9288a38a06e149e7,https://dbc-9a4f847e-bb18.cloud.databricks.com,1764364436764,"{""installable"":[{""pypi"":{""package"":""torch==2.3.1""}}],""redacted"":[]}",null,1110-033343-i55cdiq9,2912528436743962,/Shared/RETAIL-PLATFORM-PROPHET-FORECAST-MODEL,2327225092557172,https://ohio.cloud.databricks.com,NOTEBOOK
61a2c22609cc413d95d7b34446f577c7,2912528436743962,FAILED,dbfs:/databricks/mlflow-tracking/2912528436743962/61a2c22609cc413d95d7b34446f577c7/artifacts,2025-11-28T21:11:34.786Z,2025-11-28T21:11:41.337Z,null,null,null,null,10,30,2017-09-01,daily_revenue,2018-09-03,multiplicative,0.05,null,"{""cluster_name"":""preetham.asoda@gmail.com's Cluster 2025-11-09 22:31:55"",""spark_version"":""16.4.x-scala2.12"",""node_type_id"":""rd-fleet.xlarge"",""driver_node_type_id"":""rd-fleet.xlarge"",""autotermination_minutes"":120,""disk_spec"":{},""autoscale"":{""min_workers"":2,""max_workers"":8,""target_workers"":2}}",/Shared/RETAIL-PLATFORM-PROPHET-FORECAST-MODEL,preetham.asoda@gmail.com,null,Prophet_Forecast_daily_revenue,#87cebf,1764363144204_8954676203915059343_57441b9487ee4c98b8380f6ccac3c37e,https://dbc-9a4f847e-bb18.cloud.databricks.com,1764364301594,"{""installable"":[{""pypi"":{""package"":""torch==2.3.1""}}],""redacted"":[]}",null,1110-033343-i55cdiq9,2912528436743962,/Shared/RETAIL-PLATFORM-PROPHET-FORECAST-MODEL,2327225092557172,https://ohio.cloud.databricks.com,NOTEBOOK
2428ca756a314b52a659f02fdc6df396,2912528436743962,FAILED,dbfs:/databricks/mlflow-tracking/2912528436743962/2428ca756a314b52a659f02fdc6df396/artifacts,2025-11-28T21:07:09.251Z,2025-11-28T21:07:11.91Z,null,null,null,null,10,30,2017-09-01,daily_revenue,2018-09-03,multiplicative,0.05,null,"{""cluster_name"":""preetham.asoda@gmail.com's Cluster 2025-11-09 22:31:55"",""spark_version"":""16.4.x-scala2.12"",""node_type_id"":""rd-fleet.xlarge"",""driver_node_type_id"":""rd-fleet.xlarge"",""autotermination_minutes"":120,""disk_spec"":{},""autoscale"":{""min_workers"":2,""max_workers"":8,""target_workers"":2}}",/Shared/RETAIL-PLATFORM-PROPHET-FORECAST-MODEL,preetham.asoda@gmail.com,null,Prophet_Forecast_daily_revenue,#e57439,1764363144204_8645075541449376062_0db7e908d5604476b0ba524d830b6c54,https://dbc-9a4f847e-bb18.cloud.databricks.com,1764364032156,"{""installable"":[{""pypi"":{""package"":""torch==2.3.1""}}],""redacted"":[]}",null,1110-033343-i55cdiq9,2912528436743962,/Shared/RETAIL-PLATFORM-PROPHET-FORECAST-MODEL,2327225092557172,https://ohio.cloud.databricks.com,NOTEBOOK
bf92d9d0144f49bd89488341c6d40532,2912528436743962,FAILED,dbfs:/databricks/mlflow-tracking/2912528436743962/bf92d9d0144f49bd89488341c6d40532/artifacts,2025-11-28T21:04:18.046Z,2025-11-28T21:04:29.488Z,null,null,null,null,10,30,2017-09-01,daily_revenue,2018-09-03,multiplicative,0.05,null,"{""cluster_name"":""preetham.asoda@gmail.com's Cluster 2025-11-09 22:31:55"",""spark_version"":""16.4.x-scala2.12"",""node_type_id"":""rd-fleet.xlarge"",""driver_node_type_id"":""rd-fleet.xlarge"",""autotermination_minutes"":120,""disk_spec"":{},""autoscale"":{""min_workers"":2,""max_workers"":8,""target_workers"":2}}",/Shared/RETAIL-PLATFORM-PROPHET-FORECAST-MODEL,preetham.asoda@gmail.com,null,Prophet_Forecast_daily_revenue,#e87b9f,1764363144204_7968635927590098922_094ee31868114d58b6d5b6af38817365,https://dbc-9a4f847e-bb18.cloud.databricks.com,1764363869914,"{""installable"":[{""pypi"":{""package"":""torch==2.3.1""}}],""redacted"":[]}",null,1110-033343-i55cdiq9,2912528436743962,/Shared/RETAIL-PLATFORM-PROPHET-FORECAST-MODEL,2327225092557172,https://ohio.cloud.databricks.com,NOTEBOOK
5a2c9d7c4f2446aab833824400d5a63c,2912528436743962,FAILED,dbfs:/databricks/mlflow-tracking/2912528436743962/5a2c9d7c4f2446aab833824400d5a63c/artifacts,2025-11-28T20:57:29.632Z,2025-11-28T20:57:43.589Z,null,null,null,null,10,30,2017-09-01,daily_revenue,2018-09-03,multiplicative,0.05,null,"{""cluster_name"":""preetham.asoda@gmail.com's Cluster 2025-11-09 22:31:55"",""spark_version"":""16.4.x-scala2.12"",""node_type_id"":""rd-fleet.xlarge"",""driver_node_type_id"":""rd-fleet.xlarge"",""autotermination_minutes"":120,""disk_spec"":{},""autoscale"":{""min_workers"":2,""max_workers"":8,""target_workers"":2}}",/Shared/RETAIL-PLATFORM-PROPHET-FORECAST-MODEL,preetham.asoda@gmail.com,null,Prophet_Forecast_daily_revenue,#7d54b2,1764363144204_8464779274412649773_4f434d25bb70432da24b2eb996797135,https://dbc-9a4f847e-bb18.cloud.databricks.com,1764363463874,"{""installable"":[{""pypi"":{""package"":""torch==2.3.1""}}],""redacted"":[]}",null,1110-033343-i55cdiq9,2912528436743962,/Shared/RETAIL-PLATFORM-PROPHET-FORECAST-MODEL,2327225092557172,https://ohio.cloud.databricks.com,NOTEBOOK
a6f884b032504f75b6065c42d1fc7082,2912528436743962,FAILED,dbfs:/databricks/mlflow-tracking/2912528436743962/a6f884b032504f75b6065c42d1fc7082/artifacts,2025-11-28T20:49:27.425Z,2025-11-28T20:49:40.763Z,null,null,null,null,10,30,2017-09-01,daily_revenue,2018-09-03,multiplicative,0.05,null,"{""cluster_name"":""preetham.asoda@gmail.com's Cluster 2025-11-09 22:31:55"",""spark_version"":""16.4.x-scala2.12"",""node_type_id"":""rd-fleet.xlarge"",""driver_node_type_id"":""rd-fleet.xlarge"",""autotermination_minutes"":120,""disk_spec"":{},""autoscale"":{""min_workers"":2,""max_workers"":8,""target_workers"":2}}",/Shared/RETAIL-PLATFORM-PROPHET-FORECAST-MODEL,preetham.asoda@gmail.com,null,Prophet_Forecast_daily_revenue,#479a5f,1764362252935_5362213907737824406_aa1f1620b0df4f058e0a4af9148ce67f,https://dbc-9a4f847e-bb18.cloud.databricks.com,1764362981053,"{""installable"":[{""pypi"":{""package"":""torch==2.3.1""}},{""pypi"":{""package"":""convertdate==2.4.0""}},{""pypi"":{""package"":""prophet==1.1.5""}}],""redacted"":[]}",null,1110-033343-i55cdiq9,2912528436743962,/Shared/RETAIL-PLATFORM-PROPHET-FORECAST-MODEL,2327225092557172,https://ohio.cloud.databricks.com,NOTEBOOK
